Data source,Material_Code,Sequence,Resin Type,Waveform,Control,Fibre Volume Fraction,Fibre Weight Fraction,Percentage of Fibre in 0-deg Direction,Percentage of Fibre in 45-deg Direction,Percentage of Fibre in 90-deg Direction,Percentage of Fibre in Other Direction,Thickness,Tab Thickness,Width,Maximum Width,Minimum Width,Length,Gauge Length,Load Length,Area,Maximum Stress,Minimum Stress,Maximum Strain,Minimum Strain,R-value,Frequency,Static Maximum Tensile Stress,Static Maximum Compressive Stress,Static Elastic Modulus,Static Compressive Modulus,Static Maximum Tensile Strain,Static Maximum Compressive Strain,Cycles to Failure,log10(Cycles to Failure)
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-41.3499984741211,0.479999989271164,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,269,2.42975234985352
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-41.3499984741211,0.479999989271164,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,867,2.9380190372467
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-41.3499984741211,0.479999989271164,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,670,2.82607483863831
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-48.25,0.560000002384186,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,114,2.05690479278564
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-48.25,0.560000002384186,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,486,2.68663620948792
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-48.25,0.560000002384186,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,158,2.19865703582764
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,124,-62,0.72000002861023,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,11,1.04139268398285
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,124,-62,0.72000002861023,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,4,0.60206001996994
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,124,-62,0.72000002861023,,-0.5,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,64,1.80618000030518
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,34.5,-34.5,0.200000002980232,,-1,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,643462,5.80852270126343
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,34.5,-34.5,0.200000002980232,,-1,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1011467,6.00495195388794
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,34.5,-34.5,0.200000002980232,,-1,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,413001,5.61595106124878
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,51.7000007629395,-51.7000007629395,0.300000011920929,,-1,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,21363,4.32966232299805
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,51.7000007629395,-51.7000007629395,0.300000011920929,,-1,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,59373,4.77358913421631
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,51.7000007629395,-51.7000007629395,0.300000011920929,,-1,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,25129,4.40017509460449
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,41.4000015258789,-41.4000015258789,0.239999994635582,,-1,3,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,164739,5.21679639816284
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,41.4000015258789,-41.4000015258789,0.239999994635582,,-1,3,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,235916,5.37275743484497
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,41.4000015258789,-41.4000015258789,0.239999994635582,,-1,3,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,483868,5.68472671508789
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,69,-69,0.400000005960465,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1479,3.16996812820435
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,69,-69,0.400000005960465,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,5425,3.73439979553223
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,69,-69,0.400000005960465,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,2702,3.43168544769287
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,86.1999969482422,-86.1999969482422,0.5,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,628,2.79795956611633
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,86.1999969482422,-86.1999969482422,0.5,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,531,2.72509455680847
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,86.1999969482422,-86.1999969482422,0.5,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,483,2.68394708633423
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-82.6999969482422,0.479999989271164,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,443,2.64640378952026
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-82.6999969482422,0.479999989271164,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1302,3.11461091041565
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,82.6999969482422,-82.6999969482422,0.479999989271164,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1609,3.20655608177185
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-96.5,0.560000002384186,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,88,1.94448268413544
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-96.5,0.560000002384186,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,548,2.73878049850464
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,96.5,-96.5,0.560000002384186,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,359,2.55509448051453
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,27.6000003814697,-27.6000003814697,0.159999996423721,,-1,5,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,6502949,6.8131103515625
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,110,-110,0.639999985694885,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,13,1.11394333839417
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,110,-110,0.639999985694885,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,48,1.68124127388
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,110,-110,0.639999985694885,,-1,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,27,1.43136382102966
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-17.2000007629395,-172,,-1,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1210,3.0827853679657
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-17.2000007629395,-172,,-1,10,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,2859,3.45621418952942
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-17.2000007629395,-172,,-1,10,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,966,2.98497724533081
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-13.8000001907349,-138,,-0.800000011920929,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,241866,5.38357496261597
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-13.8000001907349,-138,,-0.800000011920929,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,825628,5.91678428649902
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-13.8000001907349,-138,,-0.800000011920929,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,267425,5.42720222473145
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-12.3999996185303,-124,,-0.72000002861023,10,6,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,1924718,6.28436708450317
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-12.3999996185303,-124,,-0.72000002861023,10,6,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,7345474,6.86601972579956
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-15.5,-155,,-0.899999976158142,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,27153,4.43381786346436
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-15.5,-155,,-0.899999976158142,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,63190,4.80064821243286
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-15.5,-155,,-0.899999976158142,10,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,35299,4.54776239395142
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-19,-190,,-1.10000002384186,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,213,2.32837963104248
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-19,-190,,-1.10000002384186,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,153,2.18469142913818
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-19,-190,,-1.10000002384186,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,546,2.73719263076782
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-20.7000007629395,-207,,-1.20000004768372,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,32,1.50514996051788
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-20.7000007629395,-207,,-1.20000004768372,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,7,0.84509801864624
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,-20.7000007629395,-207,,-1.20000004768372,10,1,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,38,1.57978355884552
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,41.3499984741211,-82.6999969482422,0.239999994635582,-0.479999989271164,-2,2,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,42626,4.62967443466187
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,34.5,-69,0.200000002980232,-0.400000005960465,-2,4,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,2052270,6.31223440170288
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(90)2]S,45/-45/90/90/90/90/-45/45,EP,UNK,UNK,52,,16,26,57,1,4.09000015258789,,,,,,,,,37.9000015258789,-75.8000030517578,0.219999998807907,-0.439999997615814,-2,3,148.235290527344,-274,17.5,,0.850588262081146,-1.58555555343628,260627,5.41601943969727
