Data source,Material_Code,Sequence,Resin Type,Fibre Volume Fraction,Fibre Weight Fraction,Percentage of Fibre in 0-deg Direction,Percentage of Fibre in 45-deg Direction,Percentage of Fibre in 90-deg Direction,Percentage of Fibre in Other Direction,Thickness,Tab Thickness,Width,Maximum Width,Minimum Width,Length,Gauge Length,Load Length,Area,Maximum Stress,Minimum Stress,Maximum Strain,Minimum Strain,R-value,Frequency,Static Maximum Tensile Stress,Static Maximum Compressive Stress,Static Elastic Modulus,Static Compressive Modulus,Static Maximum Tensile Strain,Static Maximum Compressive Strain,Cycles to Failure,log(Cycles to Failure)
SNL/MSU/DOE,Zoltek PX35[0],0,Epoxy,62.0,,100.0,0.0,0.0,0.0,1.7799999713897705,,,,,,,,,1207.0,121.0,0.7900000214576721,,0.10000000149011612,2.0,2215.166748046875,-1505.375,141.6666717529297,131.75,,,498795.0,5.697922229766846
SNL/MSU/DOE,Zoltek PX35[0],0,Epoxy,62.0,,100.0,0.0,0.0,0.0,1.7799999713897705,,,,,,,,,1207.0,121.0,0.7900000214576721,,0.10000000149011612,2.0,2215.166748046875,-1505.375,141.6666717529297,131.75,,,602187.0,5.779731273651123
SNL/MSU/DOE,Zoltek PX35[0],0,Epoxy,62.0,,100.0,0.0,0.0,0.0,1.7799999713897705,,,,,,,,,1207.0,121.0,0.7900000214576721,,0.10000000149011612,2.0,2215.166748046875,-1505.375,141.6666717529297,131.75,,,661029.0,5.820220470428467
SNL/MSU/DOE,Zoltek PX35[0],0,Epoxy,62.0,,100.0,0.0,0.0,0.0,1.7799999713897705,,,,,,,,,1207.0,121.0,0.7900000214576721,,0.10000000149011612,2.0,2215.166748046875,-1505.375,141.6666717529297,131.75,,,821465.0,5.914588928222656
SNL/MSU/DOE,Zoltek PX35[0],0,Epoxy,62.0,,100.0,0.0,0.0,0.0,1.7799999713897705,,,,,,,,,1207.0,121.0,0.7900000214576721,,0.10000000149011612,2.0,2215.166748046875,-1505.375,141.6666717529297,131.75,,,1111726.0,6.045997619628906
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6299999952316284,,,,,,,,,621.0,62.099998474121094,1.409999966621399,,0.10000000149011612,1.0,883.0,,44.18000030517578,,2.0980000495910645,,446.0,2.6493349075317383
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7000000476837158,,,,,,,,,621.0,62.099998474121094,1.5800000429153442,,0.10000000149011612,1.0,883.0,,44.18000030517578,,2.0980000495910645,,323.0,2.509202480316162
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.690000057220459,,,,,,,,,483.0,48.29999923706055,,,0.10000000149011612,1.5,883.0,,44.18000030517578,,2.0980000495910645,,1171.0,3.068556785583496
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.690000057220459,,,,,,,,,483.0,48.29999923706055,,,0.10000000149011612,1.5,883.0,,44.18000030517578,,2.0980000495910645,,1803.0,3.255995750427246
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7100000381469727,,,,,,,,,483.0,48.29999923706055,,,0.10000000149011612,1.5,883.0,,44.18000030517578,,2.0980000495910645,,2495.0,3.3970706462860107
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7000000476837158,,,,,,,,,207.0,20.700000762939453,,,0.10000000149011612,3.0,883.0,,44.18000030517578,,2.0980000495910645,,209012.0,5.320171356201172
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7000000476837158,,,,,,,,,207.0,20.700000762939453,,,0.10000000149011612,3.0,883.0,,44.18000030517578,,2.0980000495910645,,524147.0,5.71945333480835
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7300000190734863,,,,,,,,,207.0,20.700000762939453,,,0.10000000149011612,3.0,883.0,,44.18000030517578,,2.0980000495910645,,382747.0,5.582911968231201
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6799999475479126,,,,,,,,,276.0,27.600000381469727,,,0.10000000149011612,2.5,883.0,,44.18000030517578,,2.0980000495910645,,89009.0,4.94943380355835
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6799999475479126,,,,,,,,,276.0,27.600000381469727,,,0.10000000149011612,2.5,883.0,,44.18000030517578,,2.0980000495910645,,38145.0,4.581437587738037
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6799999475479126,,,,,,,,,345.0,34.5,,,0.10000000149011612,2.0,883.0,,44.18000030517578,,2.0980000495910645,,18115.0,4.258038520812988
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.7000000476837158,,,,,,,,,345.0,34.5,,,0.10000000149011612,2.0,883.0,,44.18000030517578,,2.0980000495910645,,9782.0,3.9904277324676514
SNL/MSU/DOE,UNI-PPG1250-EP9[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.690000057220459,,,,,,,,,345.0,34.5,,,0.10000000149011612,1.5,883.0,,44.18000030517578,,2.0980000495910645,,15895.0,4.201260566711426
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.600000023841858,,,,,,,,,621.0,62.099998474121094,,,0.10000000149011612,1.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,163.0,2.2121875286102295
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6100000143051147,,,,,,,,,621.0,62.099998474121094,,,0.10000000149011612,1.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,97.0,1.9867717027664185
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6100000143051147,,,,,,,,,483.0,48.29999923706055,,,0.10000000149011612,1.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,2950.0,3.4698219299316406
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.600000023841858,,,,,,,,,483.0,48.29999923706055,,,0.10000000149011612,1.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,1910.0,3.2810332775115967
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.590000033378601,,,,,,,,,483.0,48.29999923706055,1.1200000047683716,,0.10000000149011612,1.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,3742.0,3.573103666305542
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.649999976158142,,,,,,,,,345.0,34.5,,,0.10000000149011612,2.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,51704.0,4.713524341583252
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6299999952316284,,,,,,,,,345.0,34.5,,,0.10000000149011612,2.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,72149.0,4.858230113983154
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.5700000524520874,,,,,,,,,345.0,34.5,,,0.10000000149011612,2.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,24932.0,4.396757125854492
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6399999856948853,,,,,,,,,276.0,27.600000381469727,,,0.10000000149011612,2.5,776.5999755859375,,46.29999923706055,,1.7380000352859497,,954013.0,5.979554176330566
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.5700000524520874,,,,,,,,,276.0,27.600000381469727,,,0.10000000149011612,2.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,81562.0,4.911488056182861
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.600000023841858,,,,,,,,,276.0,27.600000381469727,,,0.10000000149011612,2.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,326376.0,5.513718128204346
SNL/MSU/DOE,UNI-PPG1250-EP10[0]2,0/0,Epoxy,,,92.0,0.0,8.0,0.0,1.6399999856948853,,,,,,,,,207.0,20.700000762939453,,,0.10000000149011612,3.0,776.5999755859375,,46.29999923706055,,1.7380000352859497,,1347375.0,6.129488468170166
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.4800000190734863,,,,,,,,,517.0,-517.0,1.0099999904632568,-1.0099999904632568,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,492.0,2.691965103149414
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.4200000762939453,,,,,,,,,414.0,-414.0,0.8100000023841858,-0.8100000023841858,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,17967.0,4.2544755935668945
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,414.0,-414.0,0.8100000023841858,-0.8100000023841858,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,8827.0,3.9458131790161133
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,414.0,-414.0,0.8100000023841858,-0.8100000023841858,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,12872.0,4.109645843505859
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,345.0,-345.0,0.6700000166893005,-0.6700000166893005,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,64274.0,4.808035373687744
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,345.0,-345.0,0.6700000166893005,-0.6700000166893005,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,53514.0,4.7284674644470215
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.440000057220459,,,,,,,,,345.0,-345.0,0.6700000166893005,-0.6700000166893005,-1.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,47883.0,4.680181503295898
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,276.0,-276.0,0.5400000214576721,-0.5400000214576721,-1.0,2.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,479896.0,5.68114709854126
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.4800000190734863,,,,,,,,,276.0,-276.0,0.5400000214576721,-0.5400000214576721,-1.0,2.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,202539.0,5.306508541107178
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.4200000762939453,,,,,,,,,276.0,-276.0,0.5400000214576721,-0.5400000214576721,-1.0,2.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,692864.0,5.840648174285889
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.5199999809265137,,,,,,,,,-69.0,-690.0,,-1.340000033378601,10.0,1.2000000476837158,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,34581.0,4.538837432861328
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.5199999809265137,,,,,,,,,-69.0,-690.0,,-1.340000033378601,10.0,1.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,4319.0,3.635383129119873
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.450000047683716,,,,,,,,,-69.0,-690.0,,-1.340000033378601,10.0,1.0,1214.25,,49.32500076293945,,2.5250000953674316,,21094.0,4.324159145355225
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.450000047683716,,,,,,,,,-58.599998474121094,-586.0,,-1.1399999856948853,10.0,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,96205.0,4.9831976890563965
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.450000047683716,,,,,,,,,-58.599998474121094,-586.0,,-1.1399999856948853,10.0,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,168414.0,5.226377964019775
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.440000057220459,,,,,,,,,-58.599998474121094,-586.0,,-1.1399999856948853,10.0,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,200000.0,5.301030158996582
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.450000047683716,,,,,,,,,-55.20000076293945,-552.0,,-1.0700000524520874,10.0,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,966445.0,5.985177040100098
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.440000057220459,,,,,,,,,-48.29999923706055,-483.0,,-0.9399999976158142,10.0,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,1712595.0,6.233654499053955
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,3.430000066757202,,,,,,,,,-48.29999923706055,-483.0,,-0.9399999976158142,10.0,3.0,1214.25,,49.32500076293945,,2.5250000953674316,,1205408.0,6.081133842468262
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.619999885559082,,,,,,,,,690.0,69.0,1.5199999809265137,,0.10000000149011612,1.5,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,40490.0,4.6073479652404785
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.6700000762939453,,,,,,,,,827.0,82.69999694824219,1.8300000429153442,,0.10000000149011612,1.5,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,6106.0,3.785756826400757
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.5899999141693115,,,,,,,,,690.0,69.0,1.5199999809265137,,0.10000000149011612,1.5,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,29662.0,4.472200393676758
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.7100000381469727,,,,,,,,,586.0,58.599998474121094,1.2899999618530273,,0.10000000149011612,1.5,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,72489.0,4.86027193069458
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.7300000190734863,,,,,,,,,586.0,58.599998474121094,1.2899999618530273,,0.10000000149011612,3.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,83154.0,4.9198832511901855
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.759999990463257,,,,,,,,,586.0,58.599998474121094,1.2899999618530273,,0.10000000149011612,1.5,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,53710.0,4.730055332183838
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.819999933242798,,,,,,,,,517.0,51.70000076293945,1.1399999856948853,,0.10000000149011612,2.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,152105.0,5.182143688201904
SNL/MSU/DOE,UNI-Neptco Rodpack[0]4,0/0/0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.5899999141693115,,,,,,,,,517.0,51.70000076293945,1.1399999856948853,,0.10000000149011612,2.0,1119.6666259765625,-986.3333129882812,47.20000076293945,47.20000076293945,2.4666666984558105,-1.9199999570846558,167268.0,5.223412990570068
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,2.049999952316284,,,,,,,,,621.0,62.099998474121094,1.3700000047683716,,0.10000000149011612,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,36136.0,4.5579400062561035
SNL/MSU/DOE,UNI-Neptco Rodpack[0]2,0/0,Epoxy,59.900001525878906,,100.0,0.0,0.0,0.0,1.940000057220459,,,,,,,,,552.0,55.20000076293945,1.2200000286102295,,0.10000000149011612,2.0,1214.25,,49.32500076293945,,2.5250000953674316,,68097.0,4.833127975463867
