Data source,Material_Code,Sequence,Resin Type,Waveform,Control,Fiber Volume Fraction,Fiber Weight Fraction,Percentage of Fiber in 0-deg Direction,Percentage of Fiber in 45-deg Direction,Percentage of Fiber in 90-deg Direction,Percentage of Fiber in Other Direction,Thickness,Tab Thickness,Width,Maximum Width,Minimum Width,Length,Gauge Length,Load Length,Area,Maximum Stress,Minimum Stress,Maximum Strain,Minimum Strain,R-value,Frequency,Static Maximum Tensile Stress,Static Maximum Compressive Stress,Static Elastic Modulus,Static Compressive Modulus,Static Maximum Tensile Strain,Static Maximum Compressive Strain,Cycles to Failure,log10(Cycles to Failure)
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,55,5.5,0.600000023841858,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,2672,3.4268364906311
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,6.90000009536743,0.75,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,5,0.698970019817352
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,6.90000009536743,0.75,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,17,1.23044896125793
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,6.90000009536743,0.75,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,24,1.38021123409271
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,6.19999980926514,0.680000007152557,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1321,3.12090277671814
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,6.19999980926514,0.680000007152557,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1601,3.20439124107361
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,6.19999980926514,0.680000007152557,,0.100000001490116,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1425,3.15381479263306
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-20.5,0.46275395154953,-0.231376975774765,-0.5,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,21660,4.33565855026245
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,34,-17,0.383747190237045,-0.191873595118523,-0.5,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,115332,5.06194972991943
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,34,-17,0.383747190237045,-0.191873595118523,-0.5,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,30191,4.47987747192383
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,34,-17,0.383747190237045,-0.191873595118523,-0.5,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,152017,5.18189239501953
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,28,-14,0.316027075052261,-0.158013537526131,-0.5,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,2844641,6.45402765274048
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-20.5,0.46275395154953,-0.231376975774765,-0.5,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,40474,4.60717630386353
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-20.5,0.46275395154953,-0.231376975774765,-0.5,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,29978,4.47680282592773
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,52,-26,0.58690744638443,-0.293453723192215,-0.5,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1838,3.26434540748596
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,52,-26,0.58690744638443,-0.293453723192215,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,2588,3.41296434402466
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,52,-26,0.58690744638443,-0.293453723192215,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,3876,3.58838367462158
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,-31,0.699774265289307,-0.349887132644653,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,133,2.12385153770447
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,-31,0.699774265289307,-0.349887132644653,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,183,2.262451171875
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,-31,0.699774265289307,-0.349887132644653,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,82,1.913813829422
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,-34.5,0.778781056404114,-0.389390528202057,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,8,0.903090000152588
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,-34.5,0.778781056404114,-0.389390528202057,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,3,0.477121263742447
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,-34.5,0.778781056404114,-0.389390528202057,-0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,13,1.11394333839417
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,55,27.5,0.600000023841858,0.300000011920929,0.5,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,887124,5.94798421859741
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,55,27.5,0.600000023841858,0.300000011920929,0.5,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,119784,5.07839870452881
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,55,27.5,0.600000023841858,0.300000011920929,0.5,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,52671,4.72157144546509
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,55,27.5,0.600000023841858,0.300000011920929,0.5,5,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1691128,6.22817659378052
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,34.5,0.75,0.375,0.5,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1554,3.19145107269287
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,31,0.680000007152557,0.340000003576279,0.5,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,9779,3.99029445648193
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,31,0.680000007152557,0.340000003576279,0.5,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,15796,4.19854736328125
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,62,31,0.680000007152557,0.340000003576279,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,4631,3.66567468643188
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,34.5,0.75,0.375,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,410,2.61278390884399
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,69,34.5,0.75,0.375,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,121,2.0827853679657
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,20.5,0.449999988079071,0.224999994039536,0.5,10,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,17454004,7.24189519882202
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,20.5,0.449999988079071,0.224999994039536,0.5,5,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,10462540,7.01963710784912
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,76,38,0.8299999833107,0.41499999165535,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,7,0.84509801864624
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,76,38,0.8299999833107,0.41499999165535,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,35,1.54406809806824
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,76,38,0.8299999833107,0.41499999165535,0.5,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,12,1.07918119430542
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,20.5,0.449999988079071,0.224999994039536,0.5,7,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,6907194,6.83930158615112
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-13.8000001907349,-138,,-1.5,10,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,85041,4.92962837219238
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-13.8000001907349,-138,,-1.5,10,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,35660,4.55218124389648
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-13.8000001907349,-138,,-1.5,10,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,67853,4.8315691947937
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-16.5,-165,,-1.79999995231628,10,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1036,3.01535964012146
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-16.5,-165,,-1.79999995231628,10,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,2631,3.42012095451355
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-16.5,-165,,-1.79999995231628,10,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,887,2.94792366027832
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-11,-110,,-1.20000004768372,10,5,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,4430670,6.6464695930481
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-17.8999996185303,-179,,-1.95000004768372,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,53,1.72427582740784
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-17.8999996185303,-179,,-1.95000004768372,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,150,2.17609119415283
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-17.8999996185303,-179,,-1.95000004768372,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,190,2.27875351905823
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-15.1999998092651,-152,,-1.64999997615814,10,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,20303,4.30756044387817
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-15.1999998092651,-152,,-1.64999997615814,10,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,7276,3.86189270019531
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-15.1999998092651,-152,,-1.64999997615814,10,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,4039,3.60627388954163
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-12.3999996185303,-124,,-1.35000002384186,10,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1019422,6.00835418701172
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-12.3999996185303,-124,,-1.35000002384186,10,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1926041,6.28466558456421
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-12.3999996185303,-124,,-1.35000002384186,10,2,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1115014,6.04728031158447
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-19.2999992370605,-193,,-2.10999989509583,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,6,0.778151273727417
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-19.2999992370605,-193,,-2.10999989509583,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,12,1.07918119430542
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,-19.2999992370605,-193,,-2.10999989509583,10,1,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,29,1.46239805221558
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,34,-34,0.379999995231628,-0.379999995231628,-1,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,1296811,6.11287689208984
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-41,0.449999988079071,-0.449999988079071,-1,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,11894,4.07532787322998
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-41,0.449999988079071,-0.449999988079071,-1,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,7921,3.89878010749817
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,38,-38,0.409999996423721,-0.409999996423721,-1,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,127945,5.10702323913574
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,41,-41,0.449999988079071,-0.449999988079071,-1,3,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,27317,4.43643283843994
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,38,-38,0.409999996423721,-0.409999996423721,-1,5,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,79240,4.89894437789917
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,38,-38,0.409999996423721,-0.409999996423721,-1,4,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,116614,5.06675052642822
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,EP,UNK,UNK,55,,0,15,85,0,2.8199999332428,,,,,,,,,34,-34,0.379999995231628,-0.379999995231628,-1,5,79.4444427490234,-240.111114501953,8.85200023651123,,1.07444441318512,-2.4300000667572,452257,5.65538549423218
